iteration,loss
0,31048.69140625
1,30698.009765625
2,416.6804504394531
3,157.50674438476562
4,133.93569946289062
5,79.78324890136719
6,51.18340301513672
7,30999.333984375
8,29685.412109375
9,25989.31640625
10,14447.119140625
11,314.17926025390625
12,32777.515625
13,24572.423828125
14,4972.923828125
15,77.79270935058594
16,29.585630416870117
17,9.485304832458496
18,88.8253173828125
19,3.446319580078125
20,5.557834625244141
21,44905.37890625
22,32981.47265625
23,26255.857421875
24,25206.978515625
25,24969.1796875
26,24962.01953125
27,24942.919921875
28,24942.208984375
29,23564.001953125
30,23406.228515625
31,23405.23046875
32,23405.91015625
33,23405.126953125
34,23405.078125
35,23405.03515625
36,23457.125
37,23406.83203125
38,21954.7890625
39,20912.611328125
40,15878.478515625
41,15643.7900390625
42,38899.12109375
43,2619.994140625
44,571.0744018554688
45,176.4336395263672
46,76.25482177734375
47,120.26164245605469
48,94.17628479003906
49,71.29074096679688
50,51.31652069091797
51,39.400535583496094
52,32.061790466308594
53,26.55380630493164
54,22.474868774414062
55,21.12166976928711
56,17.092403411865234
57,15.466130256652832
58,14.749183654785156
59,543.8806762695312
60,17.52017593383789
61,13.387218475341797
62,23.009410858154297
63,13.455785751342773
64,12.370719909667969
65,159.19842529296875
66,641.1278076171875
67,147.04928588867188
68,144.19024658203125
69,143.38211059570312
70,142.83535766601562
71,142.46792602539062
72,142.17697143554688
73,155.4844207763672
74,149.56036376953125
75,142.1567840576172
76,141.37474060058594
77,56.79922103881836
78,8.426756858825684
79,1.3210010528564453
80,2.221407890319824
81,0.9179235696792603
82,0.45060399174690247
83,119.85993957519531
84,57.378562927246094
85,33.532875061035156
86,19.996578216552734
87,35337.81640625
88,258.8618469238281
89,99.53578186035156
90,15.895248413085938
91,7.216859817504883
92,4.023960113525391
93,65.9329833984375
94,11.735915184020996
95,4.0247697830200195
96,3.3966126441955566
97,1.4333016872406006
98,64.58305358886719
99,14.38304615020752
100,7.083756923675537
101,3.3610925674438477
102,1.9256421327590942
103,0.9086998701095581
104,1.358880877494812
105,0.5290507078170776
106,1.083693504333496
107,0.12241218984127045
108,269.51300048828125
109,2.243443012237549
110,0.17400211095809937
111,0.06337622553110123
112,0.05796220153570175
113,0.039480239152908325
114,0.03140095993876457
115,0.026337865740060806
116,0.022646553814411163
117,9.912830352783203
118,0.378661185503006
119,0.07100674510002136
120,0.17216387391090393
121,0.3769803047180176
122,0.06007140874862671
123,0.037122488021850586
124,0.025744974613189697
125,1.2717692852020264
126,6.974630355834961
127,0.03893742710351944
128,55.028343200683594
129,0.6118339896202087
130,0.12565436959266663
131,0.0561903715133667
132,0.02821543626487255
133,0.016259416937828064
134,0.01076841913163662
135,0.042535047978162766
136,0.0070253778249025345
137,0.0051139164716005325
138,0.004210683051496744
139,0.0035015863832086325
140,0.002913659904152155
141,0.0024212878197431564
142,0.0020089875906705856
143,0.0016638044035062194
144,0.0013746358454227448
145,0.0011330780107527971
146,0.0009308273438364267
147,0.0007618828094564378
148,68.23798370361328
149,1.4670958518981934
150,0.5923749208450317
151,0.14397083222866058
152,0.02095939964056015
153,0.004866705276072025
154,0.0350780189037323
155,0.002377111231908202
156,109.12043762207031
157,0.32713255286216736
158,0.072890505194664
159,0.009848412126302719
160,0.0025118100456893444
161,0.0006361714331433177
162,1.0310357809066772
163,0.14510923624038696
164,0.02674318477511406
165,0.003893312532454729
166,0.000405005004722625
167,7.407987141050398e-05
168,2.9100932806613855e-05
169,0.6239840984344482
170,0.02983783930540085
171,0.0049326010048389435
172,34.87513732910156
173,16.48343276977539
174,4.747375965118408
175,1.7077699899673462
176,0.657950758934021
177,0.24542906880378723
178,0.3813587725162506
179,0.02302030846476555
180,0.007272335235029459
181,0.0029553426429629326
182,0.001618433278053999
183,0.0015192744322121143
184,0.0010810038074851036
185,0.0010158955119550228
186,0.0009810876799747348
187,0.0009510302916169167
188,0.0009181677596643567
189,0.0008794970344752073
190,1.113638162612915
191,0.6194512248039246
192,26.389179229736328
193,0.7179762721061707
194,0.272492915391922
195,0.13289377093315125
196,0.07701533287763596
197,0.04711781442165375
198,0.05025404691696167
199,0.017920615151524544
200,0.023948684334754944
201,0.011363453231751919
202,0.019478242844343185
203,0.0034963861107826233
204,0.002076016739010811
205,0.0012944444315508008
206,0.0037349537014961243
207,0.00042239855974912643
208,0.0001331798848696053
209,1.3239331245422363
210,0.01245904341340065
211,0.0016489755362272263
212,7.658082485198975
213,0.28472423553466797
214,0.10678938031196594
215,0.053763750940561295
216,0.030717123299837112
217,0.01583608239889145
218,0.009617876261472702
219,0.005800432991236448
220,0.0029370603151619434
221,2.6451520919799805
222,0.005255712196230888
223,0.00046430015936493874
224,0.00020431556913536042
225,0.00010764193575596437
226,5.713977952837013e-05
227,3.0141200113575906e-05
228,1.5806881492608227e-05
229,8.233258995460346e-06
230,4.314986654208042e-06
231,41.73432922363281
232,9.379971504211426
233,0.6590122580528259
234,0.11676829308271408
235,0.03297223895788193
236,0.013845568522810936
237,0.007066923193633556
238,0.1452244520187378
239,0.10252457857131958
240,0.7867132425308228
241,0.13140399754047394
242,0.07068917900323868
243,0.03484555333852768
244,0.02277827076613903
245,0.017940731719136238
246,0.014175464399158955
247,0.012375090271234512
248,0.008621537126600742
249,0.005941632203757763
250,0.004606686532497406
251,3.305704116821289
252,0.9991916418075562
253,0.43432486057281494
254,119.44192504882812
255,3.822838306427002
256,1.2077431678771973
257,0.6789548397064209
258,0.3916299045085907
259,0.2262028455734253
260,0.13090425729751587
261,0.07490882277488708
262,0.04237040877342224
263,0.023693565279245377
264,0.013107330538332462
265,0.007175422739237547
266,0.0038901648949831724
267,0.0016673398204147816
268,0.0008857711218297482
269,0.0002935481024906039
270,0.20541459321975708
271,0.0007081590592861176
272,9.873691305983812e-05
273,76.90528106689453
274,0.7132889032363892
275,0.3061966896057129
276,0.11292364448308945
277,0.05157767981290817
278,0.01888938620686531
279,0.008171893656253815
280,0.0034471892286092043
281,0.0014180189464241266
282,0.0004219545517116785
283,0.00016355817206203938
284,6.167210813146085e-05
285,1.7784273950383067e-05
286,6.3500137912342325e-06
287,2.227604682047968e-06
288,7.788400466779422e-07
289,2.69936833774409e-07
290,9.416677926310513e-08
291,71.21876525878906
292,1.4762732982635498
293,0.7799745798110962
294,0.5073412656784058
295,0.20326471328735352
296,0.146376371383667
297,0.061339378356933594
298,0.31851792335510254
299,2.1529431343078613
300,28891.9140625
301,6553.77294921875
302,1216.586181640625
303,62.527748107910156
304,13.017660140991211
305,3.110750675201416
306,0.7869574427604675
307,0.20682886242866516
308,0.36865776777267456
309,0.01361711136996746
310,0.0028254464268684387
311,0.00060943205608055
312,0.0001214302028529346
313,2.463529017404653e-05
314,346.53741455078125
315,1.1223933696746826
316,2.1074957847595215
317,0.02718803659081459
318,0.005187707021832466
319,0.0031751804053783417
320,0.0008804462850093842
321,0.00023386601242236793
322,6.217943882802501e-05
323,1.636234810575843e-05
324,4.3230024857621174e-06
325,11.848505020141602
326,6.044745922088623
327,1.4817936420440674
328,0.6376773118972778
329,0.3572341799736023
330,0.24654631316661835
331,0.1815708726644516
332,0.13990816473960876
333,0.11373398452997208
334,0.09485851228237152
335,0.07880617678165436
336,0.06454524397850037
337,0.052378974854946136
338,0.04262787103652954
339,0.035083942115306854
340,2.159170389175415
341,0.12886062264442444
342,0.03874336928129196
343,28.298044204711914
344,1.3093396425247192
345,0.3677845001220703
346,0.1952441781759262
347,4455.90673828125
348,138.92596435546875
349,37.18072509765625
350,14.371606826782227
351,6.705543518066406
352,3.3584585189819336
353,1.737487554550171
354,0.9396687746047974
355,0.5291245579719543
356,0.3275330066680908
357,397.14501953125
358,2.7323265075683594
359,0.28985515236854553
360,0.1743798851966858
361,0.12134730070829391
362,0.09736757725477219
363,37.81736373901367
364,4.604775905609131
365,2.274667263031006
366,1.3512901067733765
367,405.6129150390625
368,2.8892722129821777
369,0.6370146870613098
370,0.3537544012069702
371,0.20300523936748505
372,0.12266077846288681
373,0.08620905876159668
374,0.06825888156890869
375,0.05835036188364029
376,0.05135862156748772
377,0.046039216220378876
378,0.04179738834500313
379,0.03832085803151131
380,0.035439226776361465
381,0.9118366837501526
382,0.04152844473719597
383,4.319539546966553
384,0.7045209407806396
385,0.34023067355155945
386,0.20262017846107483
387,0.14158952236175537
388,0.10986444354057312
389,0.09036199003458023
390,66.16249084472656
391,0.25219181180000305
392,0.06880571693181992
393,0.05503164604306221
