iteration,loss
0,31036.95703125
1,0.05970294773578644
2,30667.001953125
3,24445.6796875
4,613.8502807617188
5,71.7991943359375
6,14.2853364944458
7,16957.44921875
8,11712.130859375
9,5713.60546875
10,592.963134765625
11,105.9870834350586
12,55.34088134765625
13,563.91162109375
14,163.86354064941406
15,16.281536102294922
16,14.175849914550781
17,7.093967437744141
18,45804.15625
19,29471.79296875
20,18646.705078125
21,15646.13671875
22,15609.1015625
23,15605.048828125
24,15603.201171875
25,15554.40234375
26,15541.6220703125
27,15538.78515625
28,15546.5244140625
29,15541.326171875
30,15540.2158203125
31,15482.4375
32,15474.4638671875
33,15473.216796875
34,15481.3349609375
35,15473.4453125
36,15470.908203125
37,122.45333862304688
38,1776.0089111328125
39,752.3869018554688
40,574.171630859375
41,493.25860595703125
42,464.1714782714844
43,1320.751220703125
44,1218.655517578125
45,1216.703857421875
46,1184.2034912109375
47,1174.39404296875
48,1167.89501953125
49,2062.189453125
50,1960.3262939453125
51,1945.74609375
52,1933.080322265625
53,1924.6585693359375
54,1923.5791015625
55,2712.098388671875
56,2699.093505859375
57,2651.18603515625
58,2638.4267578125
59,2630.2744140625
60,2629.063232421875
61,3507.0732421875
62,3465.198974609375
63,3480.30322265625
64,3475.08740234375
65,3473.20068359375
66,3472.076416015625
67,4379.85205078125
68,4355.0595703125
69,4353.4306640625
70,4422.54052734375
71,4380.64599609375
72,4362.8359375
73,2017.056640625
74,38.42145538330078
75,4.398013114929199
76,2.272054672241211
77,1.912130355834961
78,1.7341456413269043
79,16262.71875
80,101.39927673339844
81,15309.40625
82,189.37313842773438
83,22.52826690673828
84,5.2370147705078125
85,1.5974032878875732
86,2688.48828125
87,100.73367309570312
88,18.562217712402344
89,5.259932518005371
90,3.395692825317383
91,1.730271339416504
92,22.967510223388672
93,25.248470306396484
94,4.227874755859375
95,3.5142126083374023
96,3.1809241771698
97,1.042438268661499
98,2.8895459175109863
99,24.287212371826172
100,15.698981285095215
101,5.247403621673584
102,2.8336105346679688
103,1.6197210550308228
